local,dia_semana,hora_dia,eventos_proximos,historico_ocorrencias_7d,iluminacao_ativa_pct,iluminacao_fonte,densidade_pessoas,acao_preventiva_necessaria
Praça  Zeca Barbosa,5,6,0,5,71.0,sintetica,29,0
Praça Estevão De Sá,3,12,0,11,31.0,sintetica,12,0
Pinto Damásio,6,5,0,5,91.0,sintetica,13,0
Praça Dom Vital,3,23,0,13,81.0,sintetica,26,0
Praça Sargento Max Wolf Filho,0,18,1,2,22.0,sintetica,59,1
Parque Da Jaqueira,3,18,1,10,30.0,sintetica,26,1
Praça Ministro João Gonçalves De Souza,3,3,0,9,27.0,sintetica,28,0
Praça Das Cinco Pontas,1,18,1,14,42.0,sintetica,13,1
Pracinha De Boa Viagem,2,8,0,3,29.0,sintetica,38,0
Praça Conselheiro João Alfredo,5,15,0,4,37.0,sintetica,26,0
Praça Do Jardim São Paulo,5,3,0,8,95.0,sintetica,31,0
Praça Avenida Professor José Dos Anjos,6,5,0,7,58.0,sintetica,11,0
Praça Dr Fernando Figueira,6,7,0,2,45.0,sintetica,51,0
Praça Do Campo Santo,3,23,0,5,30.0,sintetica,21,1
Praça Da Rua Abc,4,15,0,9,29.0,sintetica,54,0
Praça Monteiro Lobato,5,4,0,0,22.0,sintetica,20,0
Praça Gustavo Barrozo,6,20,0,2,81.0,sintetica,67,0
Praça Virgilio De Oliveira,3,21,0,9,90.0,sintetica,38,0
"Praça. Ur 04 Ibura  , Junto Da Capela Nossa Senhora Aparecida Ur 4 Terminal",6,9,0,13,80.0,sintetica,29,0
Praça Silva Jardim,0,22,1,11,23.0,sintetica,14,1
Praça Da Rua Do Campo,0,12,1,6,80.0,sintetica,34,0
Praça Carmela Dutra/Ipiranga,6,13,0,6,27.0,sintetica,43,0
Praça Coronel Silva Torres,0,6,0,1,32.0,sintetica,21,0
Travessa Tiradentes,6,19,1,2,31.0,sintetica,96,0
Arnaldo Assunção,3,5,0,14,54.0,sintetica,43,0
Praça Maurício De Nassau E Duarte Coelho,1,6,0,6,73.0,sintetica,15,0
Praça Torreão,4,4,0,11,70.0,sintetica,28,0
Praça Santos Dumont,3,20,0,5,62.0,sintetica,21,0
Pracinha Das Crianças,1,17,0,12,85.0,sintetica,34,0
Praça Da Rua Sargento Rubens Leite,1,22,0,6,34.0,sintetica,22,0
Rua Maria Adelaide Castelo Branco,5,11,0,9,68.0,sintetica,26,0
Praça Da Rua Quintino Bocaiuva,3,5,0,8,53.0,sintetica,21,0
Praça Esperança,3,0,1,7,58.0,sintetica,12,0
Praça Prof João Borba Maranhão,6,3,0,5,45.0,sintetica,33,1
Não Temos Nome,1,18,0,11,88.0,sintetica,17,0
Praça Doutor Pedro Cavalcanti,1,11,0,13,67.0,sintetica,57,0
Arnaldo Assunção,1,14,0,3,70.0,sintetica,45,0
Praça Sementes Do Amanhã,6,2,1,13,23.0,sintetica,35,1
Praça Da Rua Riacho Doce,5,22,0,12,46.0,sintetica,94,1
Praça Morena Ramos,3,19,1,9,61.0,sintetica,17,1
Praça Alberico Glasner Da Rocha,1,7,0,8,75.0,sintetica,41,0
Praça  João Maurício Campos,0,10,0,6,88.0,sintetica,41,0
Parque Do Forte Do Arraial Novo Do Bom Jesus,3,15,0,4,37.0,sintetica,10,0
Praça Movicar,6,8,0,1,80.0,sintetica,12,0
Praça Dalva De Oliveira,5,2,1,8,23.0,sintetica,10,0
Praça João Stanislau,0,4,0,13,20.0,sintetica,24,0
Praça Da Rua José Pimentel,6,19,0,6,69.0,sintetica,92,0
"Praça. Ur 04 Ibura  , Junto Da Capela Nossa Senhora Aparecida Ur 4 Terminal",2,13,1,8,89.0,sintetica,29,1
Praça Esperança,3,14,0,10,39.0,sintetica,12,0
Praça Da Avenida Joselia,2,5,1,8,39.0,sintetica,24,1
Praça André Negromonte,6,3,0,9,65.0,sintetica,46,0
Praça Melvin Jones,6,7,0,4,46.0,sintetica,30,0
Praça Do Jordão,6,18,0,6,45.0,sintetica,73,0
Praça Getulio Vargas,1,4,0,4,51.0,sintetica,48,0
Praça Da Rua José Pimentel,5,12,0,14,29.0,sintetica,32,0
Praça Da Rua João Rique. Iputinga Recife,1,15,0,2,31.0,sintetica,49,0
Praça Castro Alves,5,0,0,9,93.0,sintetica,44,0
Praça Nadir Colaco,4,12,0,7,43.0,sintetica,27,0
Praça Maciel Pinheiro,1,21,0,7,70.0,sintetica,26,1
Praça Terminal De Cajueiro,2,10,1,8,57.0,sintetica,40,0
Praça Queira Deus,5,20,0,10,65.0,sintetica,91,1
Praça Professor Abdgar Soriano,1,7,0,13,27.0,sintetica,35,0
Praça Gustavo Barrozo,3,7,0,11,74.0,sintetica,31,0
Parque Do Forte Do Arraial Novo Do Bom Jesus,6,23,0,5,97.0,sintetica,95,0
Macaxeira,5,13,1,1,50.0,sintetica,45,0
Praça Padre Romano Zuferey,5,12,0,2,35.0,sintetica,44,0
Praça Da Avenida Joselia,1,2,1,12,39.0,sintetica,20,1
Praça Da Avenida Senador Robert Kennedy,4,3,0,10,57.0,sintetica,36,0
Praça Doutor Pedro Cavalcanti,1,19,0,11,34.0,sintetica,43,0
Praça Do Forte Do Brum,2,14,0,9,97.0,sintetica,27,0
Praça Da Quadra,2,14,1,10,95.0,sintetica,36,1
Academia Da Cidade,5,20,1,14,53.0,sintetica,67,1
Praça Do Paraíso,5,12,0,5,91.0,sintetica,26,0
Praça Castro Alves,1,8,1,0,38.0,sintetica,15,0
Praça Dona Elizabeth,2,9,0,13,88.0,sintetica,51,1
Praça Chayenne,2,11,1,1,82.0,sintetica,20,0
Andresa Carla Gomes Do Nascimento,4,13,0,7,96.0,sintetica,14,0
Praça Terminal De Cajueiro,3,0,0,10,51.0,sintetica,27,0
Praça Lagoa Do Araça,4,13,0,7,56.0,sintetica,34,0
Centro Social Bidu Krause,0,13,1,5,85.0,sintetica,19,0
Pinto Damásio,6,7,1,2,26.0,sintetica,50,0
Praça Quartel General,4,15,1,13,67.0,sintetica,25,1
Praça João Pessoa De Queiroz,1,13,1,1,30.0,sintetica,19,0
Praça Alto Da Serrinha,3,0,0,12,94.0,sintetica,19,0
Praça Da Conceição,1,15,1,5,50.0,sintetica,45,0
Jardim América,6,17,1,0,63.0,sintetica,30,0
Praca General Carlos Pinto,0,6,0,13,64.0,sintetica,23,0
Praça Beira Rio,3,14,0,9,91.0,sintetica,17,0
Praça Flor De Santana,5,23,0,5,75.0,sintetica,76,0
Praça Robert Kennedy / Da Juventude,2,16,1,8,51.0,sintetica,25,0
Praça Da Morena,4,18,1,6,40.0,sintetica,92,1
Praça Otávio De Freitas,1,22,1,8,50.0,sintetica,58,0
Praça Professor Calazans,0,12,1,1,20.0,sintetica,51,0
Praça Domingos Giovanetti,2,8,1,10,96.0,sintetica,15,1
Praça Jockey Clube,4,23,0,13,30.0,sintetica,84,1
Praça De Apipucos,2,23,0,4,87.0,sintetica,59,0
Praça Rita Coelho Em Cavaleiro,4,14,0,8,55.0,sintetica,11,0
Dr.Luis Ramos Leal,5,2,0,6,98.0,sintetica,18,0
Praça Ministro Salgado Filho,3,23,0,8,78.0,sintetica,14,1
Praça João Pereira Borges,2,0,1,13,86.0,sintetica,49,1
Praça Tempo De Crescer,2,15,0,10,75.0,sintetica,14,0
Praça Casarão Alto Do Ceu,2,7,0,5,70.0,sintetica,56,0
Praça Santa Lucia,3,22,0,14,48.0,sintetica,17,0
Praça Rafael De Oliveira Alves,0,12,0,6,21.0,sintetica,14,0
Sem Nome,4,7,0,9,25.0,sintetica,14,0
Praça Odon De Alencar,5,16,0,4,50.0,sintetica,26,0
Praça Virgilio De Oliveira,2,21,0,5,73.0,sintetica,18,0
Praça Da Lagoa Encantada,6,22,0,0,59.0,sintetica,92,1
Praça Amaro Albino Pimentel,3,13,0,0,36.0,sintetica,42,0
Praça Do Mercado Da Madalena,0,20,0,1,24.0,sintetica,31,0
Trevo Da Ur2,4,20,0,10,21.0,sintetica,87,1
Praça Ayrton Senna,3,6,0,13,77.0,sintetica,52,0
Praça Dr Fernando Figueira,5,14,0,3,31.0,sintetica,24,0
Praça Selecao 70,5,15,0,10,24.0,sintetica,10,0
Praça Da Igreja Nossa Senhora De Fatima,4,18,1,8,79.0,sintetica,63,1
Praça Da Rua Itacambira,2,5,0,6,60.0,sintetica,32,0
Praça Da Rua Elza Leal Wanderley,5,22,0,5,39.0,sintetica,79,1
Praça Joaquim Cardoso/Da Biblioteca,0,0,0,14,91.0,sintetica,15,0
Praça Rita Coelho Em Cavaleiro,3,11,0,0,20.0,sintetica,29,0
Praça Da Rua Guarabira,0,17,0,4,75.0,sintetica,35,0
Praça Jules Rimet,2,15,0,10,89.0,sintetica,51,0
Praça Sena Vila Cardeal E Silva - Areias,0,11,0,11,75.0,sintetica,21,0
Praça Da Rua Rosa M. De Melo,0,19,0,12,73.0,sintetica,22,0
Praça De Casa Forte,1,12,0,3,30.0,sintetica,56,0
Praça Do Cacique - Invadida Por Moradores E Comerciantes Da Área,0,7,0,4,22.0,sintetica,58,0
Praça Aúreo Xavier,4,21,0,10,47.0,sintetica,77,1
Praça Circular Do Alto Jordão,3,0,1,8,24.0,sintetica,11,0
Praça Robert Kennedy/Da Juventude,1,20,0,11,35.0,sintetica,41,0
Praça Onze De Junho,3,6,0,2,50.0,sintetica,59,0
Praça Irmã Douraci,3,14,0,3,47.0,sintetica,40,1
Espaço Colaborativo,2,21,1,7,26.0,sintetica,20,1
Praça Odon De Alencar,2,12,0,2,28.0,sintetica,46,0
Praça Batista Da Silva,1,12,0,12,58.0,sintetica,13,0
Praça Dom Diogo Camarao,5,8,0,2,62.0,sintetica,43,0
Praça Do Entrocamento,6,23,0,12,46.0,sintetica,77,1
Praça Da Rua José Pimentel,2,14,0,8,95.0,sintetica,40,0
Praça Do Entrocamento,6,3,0,4,52.0,sintetica,34,0
Praca Mauriceia,2,12,0,9,75.0,sintetica,48,0
Praça Da Alegria,2,11,0,0,21.0,sintetica,17,0
Praça Da Feb,3,4,0,6,33.0,sintetica,17,0
Pracinha Das Crianças,1,6,0,6,32.0,sintetica,43,0
Praça Esperança,3,7,0,14,43.0,sintetica,24,0
Praça Da Rua José Pimentel,4,4,0,5,88.0,sintetica,14,0
Praça Padre Romano Zuferey,3,8,1,5,53.0,sintetica,28,0
Praça Augusto Rodrigues,6,13,0,2,38.0,sintetica,19,0
Praça Parque Amorim,6,11,1,2,49.0,sintetica,18,0
"Praça. Ur 04 Ibura  , Junto Da Capela Nossa Senhora Aparecida Ur 4 Terminal",4,3,0,9,68.0,sintetica,38,0
Praça Rádio Jornal Do Comércio,0,19,0,10,62.0,sintetica,49,0
Praça Do Fundão,0,7,0,8,35.0,sintetica,46,0
Praça Cafesopolis,4,16,0,0,71.0,sintetica,28,0
Praça Boco-Moco/Da Ur 5,4,7,0,6,68.0,sintetica,22,0
Praca Da Ur6,3,20,0,12,30.0,sintetica,55,0
Praça  Da Entrada Da Ur 2,4,0,0,11,97.0,sintetica,49,0
Praça Gustavo Barrozo,1,19,0,10,66.0,sintetica,25,0
Praça Da  Singapura,0,1,0,9,98.0,sintetica,39,0
Praça João Pereira Borges,0,3,0,6,54.0,sintetica,14,0
Praça Da Cavalaria,5,23,0,7,90.0,sintetica,73,0
Praça Jules Rimet,4,20,1,5,48.0,sintetica,98,1
Praça Fernando Galvão,2,0,1,7,73.0,sintetica,28,0
Praça Professor Trajano,2,6,0,0,42.0,sintetica,26,0
Praça Do Forte Do Brum,4,0,0,0,43.0,sintetica,33,0
Praça Via Mangue,1,8,1,8,29.0,sintetica,37,0
Praça João Francisco Lisboa,2,2,1,11,80.0,sintetica,51,1
Praça Da Guabiraba,5,11,0,3,27.0,sintetica,46,0
Praça Artur Lima Cavalcanti,6,18,1,2,67.0,sintetica,72,0
Praça Solange Pinto Melo,4,14,0,5,95.0,sintetica,48,0
Praça Dona Carminha & Sr João,1,21,0,9,48.0,sintetica,25,0
Praça Da Rua Água Preta,1,15,0,11,45.0,sintetica,44,0
Pra Eudora,3,9,0,12,56.0,sintetica,36,0
Praça Luiz Americo Willians,1,21,1,11,71.0,sintetica,21,1
Praça Franco Gomes Coutinho,2,5,0,8,57.0,sintetica,55,1
Praça José Sales Filho,6,16,0,9,25.0,sintetica,37,0
Praça Do Bom Pastor,2,20,0,10,27.0,sintetica,10,0
Thays Lucena,4,21,0,3,36.0,sintetica,82,1
Praça Jornalista Antônio Teixeira Junior,6,23,0,8,95.0,sintetica,66,0
Praça Sabere,4,16,1,14,81.0,sintetica,32,1
Praça Sementes Do Amanhã,1,20,0,4,97.0,sintetica,31,0
Praça Da Avenida Maurício De Nassau,5,18,0,12,53.0,sintetica,62,0
Praça André Negromonte,0,17,1,6,38.0,sintetica,57,0
Praça Doutor Alberto Wanderley,6,10,0,2,89.0,sintetica,20,0
Praça São Braz,3,23,1,2,56.0,sintetica,27,0
Praça Luiz De Lacerda,0,6,0,11,57.0,sintetica,57,0
Praça Maria Vitalina Gonçalves Da Rocha,1,9,0,2,34.0,sintetica,16,0
Jardim América,1,6,0,7,59.0,sintetica,30,0
Praça Do Vasco Da Gama,0,4,1,13,28.0,sintetica,44,1
Praça Ministro João Gonçalves De Souza,3,11,0,5,72.0,sintetica,46,0
Praça Manuel Markman,6,15,0,8,89.0,sintetica,59,0
Praça Da Rua Da Aurora,6,20,0,8,85.0,sintetica,91,0
Parque De Santana,0,17,0,7,99.0,sintetica,26,0
Praça Das Lolitas,4,2,0,0,71.0,sintetica,42,0
Praça Do Quinze,2,19,1,5,20.0,sintetica,25,0
Praça João Miguel De Souza Junior,5,14,1,3,49.0,sintetica,24,0
Praça Noel Rodrigues,4,4,0,3,20.0,sintetica,22,1
Praça Zumbi Dos Palmares,6,12,0,2,58.0,sintetica,48,0
Praça Academia Da Saúde Alto Da Conquista,2,18,0,11,35.0,sintetica,12,0
Praça Do Jordão,5,11,0,8,36.0,sintetica,33,0
Praça Da Quadra,5,22,1,1,41.0,sintetica,63,0
Praça Raizes,5,20,1,0,50.0,sintetica,86,1
Praça Josenildo Lins,1,4,1,13,59.0,sintetica,57,1
Praça Jenner De Souza,5,5,0,14,46.0,sintetica,10,0
Praça André Antunes,3,6,0,9,55.0,sintetica,41,0
Praça Pinto Damaso,0,9,0,2,23.0,sintetica,42,0
Praça Selecao 70,6,15,0,12,88.0,sintetica,57,1
Praça Brasilit,3,7,0,14,44.0,sintetica,39,0
Praça Da Redenção,0,8,1,3,97.0,sintetica,11,0
Praça Odon De Alencar,4,3,1,3,49.0,sintetica,27,0
Praça Do Entrocamento,4,20,1,5,66.0,sintetica,81,1
Praça Doutor Pedro Alves Neto,0,20,1,0,31.0,sintetica,27,0
Praça Torreão,3,7,0,0,46.0,sintetica,14,0
Praça Boco-Moco/Da Ur 5,0,6,0,1,64.0,sintetica,14,0
Praça Jacarezinho,5,14,0,3,82.0,sintetica,17,0
Praça Da Restauração,1,20,0,6,74.0,sintetica,18,0
Praça Da Rua José Pimentel,6,2,0,5,49.0,sintetica,41,0
Praça João Stanislau,4,16,0,14,33.0,sintetica,23,0
Praça Ana Lima Brandão,6,10,0,10,75.0,sintetica,22,0
Praça Do Pirulito,1,8,0,8,38.0,sintetica,27,0
Praça Quinze De Setembro,5,4,0,6,45.0,sintetica,13,0
Praça Professor Abdgar Soriano,5,9,0,11,90.0,sintetica,59,0
"R. Vidal De Negreiros,",4,14,0,4,57.0,sintetica,31,0
Praça Arsenal Da Marinha,4,13,0,5,88.0,sintetica,29,1
Praça De Campo Grande,5,3,0,9,55.0,sintetica,24,0
Praça Mano Teodósio,2,20,1,8,37.0,sintetica,16,0
Praça Santos Dumont,6,19,0,0,76.0,sintetica,73,0
Praça João Pereira Borges,1,1,0,10,97.0,sintetica,43,0
Praça Getulio Vargas,6,11,0,8,42.0,sintetica,50,0
Praça José Da Mota Silveira,1,0,1,5,33.0,sintetica,39,0
Praça Flor De Santana,2,23,0,11,88.0,sintetica,14,0
Praça Da Rua Pinheiro Machado,3,19,1,3,41.0,sintetica,10,0
Travessa Tiradentes,1,4,1,11,47.0,sintetica,40,1
Praça Thiago Pepeta,6,5,1,4,62.0,sintetica,29,0
Praça Maciel Pinheiro,0,23,0,12,95.0,sintetica,28,0
Praça Herois Da Restauração /Do Buraco,5,10,0,0,37.0,sintetica,38,0
Praça Airton Senna,5,7,0,6,96.0,sintetica,54,0
Praça Rádio Capibaribe,2,6,0,12,55.0,sintetica,47,0
Praça Da Madalena,1,3,0,14,26.0,sintetica,19,0
José Mora De Silveira,3,5,1,14,42.0,sintetica,38,1
Bruno Soares Claudina Da Silva,1,15,1,12,53.0,sintetica,40,1
Wilma Damasceno,5,19,0,7,40.0,sintetica,79,1
Praça Maria Madalena Bispo,4,14,0,10,89.0,sintetica,32,0
Praça Da Rua José Rodrigues,0,13,1,4,99.0,sintetica,39,0
Praça Do Cacique - Invadida Por Moradores E Comerciantes Da Área,2,22,0,1,66.0,sintetica,34,0
Praça Chão De Estrelas,4,11,0,7,72.0,sintetica,25,0
Praça Jornalista Anibal Fernandes,6,11,0,9,60.0,sintetica,32,0
Praça Do Salgueiro,3,15,0,6,94.0,sintetica,42,0
Praça Da Alegria,4,14,0,9,51.0,sintetica,46,0
Praça Pinto Damaso,6,12,0,8,33.0,sintetica,37,0
Praça Othon Bezerra De Melo,4,10,0,3,36.0,sintetica,36,0
Praça Da Redenção,3,16,0,10,44.0,sintetica,15,0
Praça Da Ur5 Ibura,4,20,0,8,83.0,sintetica,99,0
Praça Do Berardo,2,14,0,3,92.0,sintetica,46,0
Praça De Boa Viagem,5,13,0,2,67.0,sintetica,15,0
Praça Arquiteta Maria Lucia,1,9,0,14,54.0,sintetica,34,0
Praça Da Rua Água Preta,4,11,1,10,56.0,sintetica,22,1
Praça Do El Salvador,2,15,0,2,74.0,sintetica,42,0
Praça Vila 27 De Abril,1,14,0,9,36.0,sintetica,42,0
Praça Dona Carminha & Sr João,6,9,1,1,47.0,sintetica,34,0
Praça Do Tourão,1,3,1,9,20.0,sintetica,23,1
Centro Social Bidu Krause,6,22,1,2,72.0,sintetica,67,0
Praca Da Ur6,4,8,0,13,92.0,sintetica,50,0
Praça Desenhista Eulino Santos,2,20,0,7,74.0,sintetica,51,0
Praça Airton Senna,5,19,1,10,80.0,sintetica,75,1
Praça Dr Fernando Figueira,4,8,1,7,32.0,sintetica,18,0
Praça Do Caixito,6,20,1,1,66.0,sintetica,64,0
Praça Da Alegria,3,23,0,10,83.0,sintetica,24,0
Praça Marcantônio Vilaça,1,19,0,1,51.0,sintetica,13,0
Av Manoel Gonsalves Da Luz,4,10,0,1,47.0,sintetica,43,0
Praça Coronel Silva Torres,6,10,0,9,72.0,sintetica,47,0
Gilvania De Oliveira Moura Sá,1,6,0,6,50.0,sintetica,26,0
Praça  João Maurício Campos,6,20,0,14,27.0,sintetica,82,1
Praça Irmã Douraci,2,9,0,5,91.0,sintetica,41,0
Praça Campo De Pelada Carlos Rios,0,3,0,11,93.0,sintetica,32,0
Praça De Apipucos,4,4,0,10,44.0,sintetica,29,0
Praça Professor Doutor Antônio Figueira,5,4,1,0,52.0,sintetica,56,0
Praça José Vieira,4,10,1,1,87.0,sintetica,11,0
Praça De Casa Forte,1,8,0,13,26.0,sintetica,30,0
Campo Do 15,2,15,0,0,85.0,sintetica,21,0
Praça Da Vtiória,6,8,1,14,65.0,sintetica,51,1
Praça Beatriz Pereira Carneiro,3,21,0,11,24.0,sintetica,58,0
Praça Vereador Carlos Duarte,5,3,0,10,36.0,sintetica,36,1
Praça São José Dos Manguinhos,2,1,0,6,95.0,sintetica,59,0
Praça Brasilit,4,13,0,5,71.0,sintetica,57,0
Praça Presidente Kennedy,3,2,0,1,31.0,sintetica,19,0
Praça Márcio Alves,2,17,0,1,81.0,sintetica,17,0
Praça Pedro Brandão,0,20,0,1,54.0,sintetica,30,0
Praça Artur Lima Cavalcanti,5,5,0,7,81.0,sintetica,31,0
Praça Gregório Bezerra,1,10,0,13,40.0,sintetica,22,0
Praça Do Alto Da Serrinha,2,20,0,6,85.0,sintetica,57,0
Praça De Apipucos,2,17,0,0,72.0,sintetica,49,0
Trevo Da Ur2,0,11,0,3,40.0,sintetica,21,0
Praça Da Gaia,4,4,0,10,34.0,sintetica,26,0
Vila Dos Bancários,6,8,0,3,94.0,sintetica,57,0
Praça Quitéria,6,19,0,6,93.0,sintetica,62,0
Praça Arquiteta Maria Lucia,5,17,0,1,42.0,sintetica,58,1
Praça A.B.C (Abc),5,18,0,3,50.0,sintetica,91,0
Praça Professor Doutor Antônio Figueira,1,2,0,0,73.0,sintetica,21,0
Praça Estevão De Sá,2,8,0,12,74.0,sintetica,18,0
Praça Da Rua Clotilde Machado,3,3,0,14,45.0,sintetica,39,0
Praça Ana Lima Brandão,2,16,0,12,72.0,sintetica,15,0
Praça Prof João Borba Maranhão,6,16,0,10,85.0,sintetica,34,0
Praça Getulio Vargas,1,22,0,10,58.0,sintetica,37,0
Praça Do Bueirão,2,22,0,3,26.0,sintetica,19,0
Praça De Boa Viagem,0,1,0,10,58.0,sintetica,50,0
Praça Fernando Galvão,6,8,1,14,51.0,sintetica,37,1
Praça José Da Mota Silveira,2,8,0,13,45.0,sintetica,38,0
Praça Palminha / Próximo Ao Núcleo Policial / Padaria Flor Do Ibura,2,4,0,0,97.0,sintetica,45,0
Praça Angélica,6,14,0,1,48.0,sintetica,20,0
15 De Setembro,3,14,0,1,44.0,sintetica,30,0
Praça Thiago Pepeta,6,2,1,11,75.0,sintetica,47,1
Praça Nossa Senhora De Fátima,0,18,0,9,50.0,sintetica,35,0
Praça Do Tourão,0,2,0,11,85.0,sintetica,27,0
Praça Tamarindo,2,5,0,2,21.0,sintetica,13,0
Thays Lucena,5,3,0,7,66.0,sintetica,53,0
Praça Alberico Glasner Da Rocha,3,23,0,10,94.0,sintetica,50,1
Praça Do Campo Santo,2,12,0,5,48.0,sintetica,24,1
Praça Torreão,6,12,1,5,68.0,sintetica,32,0
Praça Tempo De Crescer,2,10,0,8,92.0,sintetica,50,0
Praça Professora Antonia Galvão,1,4,0,7,51.0,sintetica,15,1
Praça Geraldo Vilas Boas,1,0,0,1,49.0,sintetica,52,0
Praça Encanamento,5,8,0,14,34.0,sintetica,16,0
Não Temos Nome,3,16,0,5,81.0,sintetica,55,0
Praça Morena Ramos,4,21,0,0,97.0,sintetica,82,1
Parque Doutor Arnaldo Assunção,1,0,0,12,36.0,sintetica,24,0
Praça Frei Cassimiro,4,2,0,13,41.0,sintetica,18,0
General Carlos Pinto,0,14,1,8,49.0,sintetica,39,0
Praça Beira Rio,1,20,0,3,35.0,sintetica,53,0
Pinto Damásio,1,22,0,3,71.0,sintetica,52,0
Praça Josen Demery Carneiro,3,9,0,8,27.0,sintetica,37,1
Praça Da Comunidade,5,7,0,2,83.0,sintetica,39,0
Praça Sena Vila Cardeal E Silva - Areias,4,11,0,4,58.0,sintetica,17,0
Praca Do Monteiro,6,21,0,0,50.0,sintetica,70,1
Praça São Francisco De Assis,1,14,0,5,31.0,sintetica,44,0
Praça Do Cacique - Invadida Por Moradores E Comerciantes Da Área,1,8,0,2,52.0,sintetica,35,0
Praça Chão De Estrelas,3,23,1,0,77.0,sintetica,39,0
Praça  Marciel Pinheiro,3,9,0,9,31.0,sintetica,44,0
Praça Tempo De Crescer,5,19,0,5,44.0,sintetica,71,0
Praça Da Rua Carlos Gomes/ Do Cavalo Dourado,4,8,0,13,57.0,sintetica,20,1
Parque Dona Lindu,0,14,0,11,67.0,sintetica,29,0
Praça Luiz Gonzaga,6,22,0,9,74.0,sintetica,67,0
Praça Campo Santo,5,20,0,1,22.0,sintetica,74,0
Praça João Rique,0,20,0,7,88.0,sintetica,43,0
Praça Encanamento,2,0,0,13,54.0,sintetica,21,0
Avenida Sul,1,1,0,12,70.0,sintetica,57,0
Praça Alfredo Pinto,4,18,0,14,46.0,sintetica,94,1
Praca Da Ur6,5,13,0,10,56.0,sintetica,12,0
Praça Herois Da Restauração /Do Buraco,1,7,1,11,35.0,sintetica,57,1
Praça Angélica,4,5,1,1,44.0,sintetica,51,0
Praça Da Redenção,4,11,1,3,52.0,sintetica,14,0
Praça Almirante Do Forte,4,14,0,13,81.0,sintetica,22,0
Praça Cristo Rei,1,13,0,2,36.0,sintetica,21,0
Parque Das Graças Lucia Moura,5,20,0,8,62.0,sintetica,82,0
Praça Odília Freire Dos Santos,6,0,0,1,49.0,sintetica,52,0
Praça Bomba Do Hemetério,3,10,0,2,60.0,sintetica,28,0
Praça Da Avenida Maurício De Nassau,1,2,0,6,23.0,sintetica,38,0
Praça Professor Doutor Antônio Figueira,4,18,0,3,85.0,sintetica,94,0
Praça Do Jordão,5,17,0,5,79.0,sintetica,59,0
Praça Cais Edgar Amorim,6,19,0,2,28.0,sintetica,71,0
Praça São José Dos Manguinhos,2,1,0,0,50.0,sintetica,48,0
Jardim América,0,6,0,10,88.0,sintetica,51,0
Praça Jardim Uchôa,4,7,1,5,43.0,sintetica,34,0
Praça Jornalista Francisco Pessoa De Queiroz,2,18,0,3,43.0,sintetica,25,0
Praça João Felipe Santiago,3,21,0,1,64.0,sintetica,26,0
Praça Do Campo Santo,6,14,0,6,56.0,sintetica,37,0
Quatro De Outubro,6,9,0,14,77.0,sintetica,48,0
Praça Antônio Luiz,4,21,0,9,42.0,sintetica,82,1
Praça Pinto Damaso,6,0,0,12,54.0,sintetica,58,0
Praça Nova Bettis,2,5,0,11,82.0,sintetica,14,0
Praça Professora Antonia Galvão,4,12,0,14,25.0,sintetica,10,0
Praça Da Avenida Joselia,1,13,0,12,25.0,sintetica,12,0
Praça Jornalista Anibal Fernandes,5,2,0,4,49.0,sintetica,57,0
Praça  Marciel Pinheiro,2,10,0,5,20.0,sintetica,33,0
Praça Do Heróis Da Restauração,5,2,0,5,82.0,sintetica,38,0
Praça Da Rua Rosa M. De Melo,1,18,0,13,27.0,sintetica,24,0
Praça Luiz De Lacerda,1,9,0,8,47.0,sintetica,13,0
Praça Selecao 70,5,14,1,11,52.0,sintetica,53,1
Praça Da Rua Guarabira,2,10,0,1,72.0,sintetica,10,0
Praça Do Bueirão,5,14,0,11,57.0,sintetica,58,0
Praça Professor Coelho De Almeida,5,23,0,5,71.0,sintetica,82,0
Praça Esperança,0,12,0,8,97.0,sintetica,33,0
Praça Da República,2,4,0,11,30.0,sintetica,40,0
Praça Helton Fraga,0,3,0,3,21.0,sintetica,29,0
Praça Do Ipê,4,12,1,12,72.0,sintetica,19,1
Praça  João Maurício Campos,6,8,0,11,87.0,sintetica,20,0
Thays Lucena,5,16,0,12,96.0,sintetica,27,0
Praça Solange Pinto Melo,4,1,1,12,26.0,sintetica,43,1
Praça Cosme Viana,2,23,0,10,86.0,sintetica,37,0
Pra Eudora,5,4,0,5,28.0,sintetica,47,0
Praça Jenner De Souza,6,15,0,6,97.0,sintetica,25,0
Praça Raul Soares,4,6,0,0,82.0,sintetica,33,0
Praça Da Rua José Pimentel,3,0,0,4,30.0,sintetica,48,0
Praça Tertuliano Feitosa,1,11,0,3,56.0,sintetica,21,0
Praça Compositor Antônio Maria,5,20,1,12,33.0,sintetica,70,1
Praça Da Travessa José Leite,6,10,0,12,38.0,sintetica,51,0
Praça Marcelino Champagnat,1,11,0,12,27.0,sintetica,16,0
Praça Capiba,0,18,0,9,26.0,sintetica,45,0
Quatro De Outubro,4,11,0,14,78.0,sintetica,26,0
Praça La Coruna,0,11,0,14,82.0,sintetica,58,0
Praça Professor Ageu Magalhães,6,13,0,1,26.0,sintetica,13,0
Praça Nossa Senhora De Fátima,5,1,0,1,74.0,sintetica,46,0
Praça Gonçalo Leitão,1,1,0,1,22.0,sintetica,42,0
Praça Alto Da Serrinha,1,3,0,6,86.0,sintetica,28,0
